title,genres_clean,overview,popularity,combined_features
Journey to Greenland,Comedies International Movies,"When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds.",74.0,"Journey to Greenland Comedies International Movies When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds. Netflix"
IBOY,International Movies Sci-Fi Fantasy Thrillers,"When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.",75.5,"IBOY International Movies Sci-Fi Fantasy Thrillers When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge. Netflix"
O Silêncio do Céu,Dramas International Movies,"After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge.",74.0,"O Silêncio do Céu Dramas International Movies After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge. Netflix"
Cristela Alonzo: Lower Classy,Stand-Up Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",75.5,"Cristela Alonzo: Lower Classy Stand-Up Comedy The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy. Netflix"
Gad Gone Wild,Stand-Up Comedy,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,75.5,Gad Gone Wild Stand-Up Comedy French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S. Netflix
Pink,Dramas International Movies,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.",74.0,"Pink Dramas International Movies A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture. Netflix"
Take the 10,Comedies,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,75.5,Take the 10 Comedies Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives. Netflix
Neal Brennan: 3 Mics,Stand-Up Comedy,Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from 'Chappelle's Show' co-creator Neal Brennan.,75.5,Neal Brennan: 3 Mics Stand-Up Comedy Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from 'Chappelle's Show' co-creator Neal Brennan. Netflix
Berlin Calling,Dramas International Movies Music Musicals,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",62.0,"Berlin Calling Dramas International Movies Music Musicals DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs. Netflix"
Sarajevo,Dramas International Movies,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",71.0,"Sarajevo Dramas International Movies Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators. Netflix"
Stereo,International Movies Thrillers,Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious 'friend' who may not even exist.,71.0,Stereo International Movies Thrillers Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious 'friend' who may not even exist. Netflix
We Are Young. We Are Strong.,Dramas International Movies,"In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.",71.0,"We Are Young. We Are Strong. Dramas International Movies In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city. Netflix"
Casablancas: The Man Who Loved Women,Documentaries International Movies,The rise and smash success of Elite modeling agency founder John Casablancas is chronicled in this biography of the man who invented the supermodel.,74.0,Casablancas: The Man Who Loved Women Documentaries International Movies The rise and smash success of Elite modeling agency founder John Casablancas is chronicled in this biography of the man who invented the supermodel. Netflix
Clinical,Horror Movies Thrillers,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,75.5,Clinical Horror Movies Thrillers A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident. Netflix
Very Big Shot,Comedies Dramas International Movies,"When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs.",72.5,"Very Big Shot Comedies Dramas International Movies When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs. Netflix"
Jim Gaffigan: Cinco,Stand-Up Comedy,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,75.5,Jim Gaffigan: Cinco Stand-Up Comedy America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special. Netflix
We're Lalaloopsy,Kids' TV TV Comedies,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",75.5,"We're Lalaloopsy Kids' TV TV Comedies The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration. Netflix"
Under the Shadow,Horror Movies International Movies Thrillers,"During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",74.0,"Under the Shadow Horror Movies International Movies Thrillers During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work. Netflix"
Coin Heist,Children Family Movies Dramas,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",75.5,"Coin Heist Children Family Movies Dramas When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint. Netflix"
LEGO: Marvel Super Heroes: Maximum Overload,Children Family Movies,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,69.5,LEGO: Marvel Super Heroes: Maximum Overload Children Family Movies Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys. Netflix
